Company,Job,Job ID,Job_URL,Cluster
Ruangguru,Branch Manager English Academy - Makassar [Sudiang],80858369,https://id.jobstreet.com/id/job/80858369,1
,Finance Accounting,82322257,https://id.jobstreet.com/id/job/82322257,1
,Barista,82326578,https://id.jobstreet.com/id/job/82326578,1
,Fabrikasi Kubah Masjid,82329771,https://id.jobstreet.com/id/job/82329771,1
,Customer Service,82332614,https://id.jobstreet.com/id/job/82332614,1
Kresna Reksa Finance,Accounting Staff,82323918,https://id.jobstreet.com/id/job/82323918,1
Kresna Reksa Finance,MANAGER ACCOUNTING - GOWA,82323492,https://id.jobstreet.com/id/job/82323492,1
Rajawali,Sales Promotor,82323054,https://id.jobstreet.com/id/job/82323054,1
,KURIR LOGISTIK,82329560,https://id.jobstreet.com/id/job/82329560,1
,Perawat,82330427,https://id.jobstreet.com/id/job/82330427,1
,Finance Admin,82107914,https://id.jobstreet.com/id/job/82107914,1
Mitra Utama Solusi Telematika,Office Boy (OB),82331484,https://id.jobstreet.com/id/job/82331484,1
,Marketing Development,82323860,https://id.jobstreet.com/id/job/82323860,1
,Crew Outlet,82267151,https://id.jobstreet.com/id/job/82267151,1
,Admin Marketing,82330459,https://id.jobstreet.com/id/job/82330459,1
,Staf Purchasing,82332930,https://id.jobstreet.com/id/job/82332930,1
Tri Adi Bersama,KURIR MITRA SATRIA MOTOR - MAKASSAR,82322699,https://id.jobstreet.com/id/job/82322699,1
Bussan Auto Finance,Marketing Officer,82328924,https://id.jobstreet.com/id/job/82328924,1
,Finance Admin,82328317,https://id.jobstreet.com/id/job/82328317,1
,ADMIN PRODUKSI JAHIT,82331698,https://id.jobstreet.com/id/job/82331698,1
Kresna Reksa Finance,MANAGER ACCOUNTING - MAKASSAR,82326211,https://id.jobstreet.com/id/job/82326211,1
,Driver Truk,82327831,https://id.jobstreet.com/id/job/82327831,1
,Kepala Blok Kebun (Mandor Kebun),82201811,https://id.jobstreet.com/id/job/82201811,1
,Crew Outlet,82332997,https://id.jobstreet.com/id/job/82332997,1
,Koordinator Produksi,82331336,https://id.jobstreet.com/id/job/82331336,1
,Kitchen Crew,82326001,https://id.jobstreet.com/id/job/82326001,1
,Kitchen Crew,82326145,https://id.jobstreet.com/id/job/82326145,1
PT Mutiara Gemilang Indonesia,Barista,82329719,https://id.jobstreet.com/id/job/82329719,1
,Store Assistant,82108332,https://id.jobstreet.com/id/job/82108332,1
,Kurir,82324811,https://id.jobstreet.com/id/job/82324811,1
,CREW OUTLET GOLQI CHICKEN BTP,82330358,https://id.jobstreet.com/id/job/82330358,1
Anugerah Bumi Seloliman,Branch Officer Perbankan Makassar,82331258,https://id.jobstreet.com/id/job/82331258,1
Kebab Bosman,Crew Outlet,82356332,https://id.jobstreet.com/id/job/82356332,1
Qualita Indonesia,LOWKER TEKNISI MESIN EDC (FREELANCE) - DI KAB JENEPONTO (SULAWESI SELATAN),82267199,https://id.jobstreet.com/id/job/82267199,1
,Store Leader,82201783,https://id.jobstreet.com/id/job/82201783,1
,Shoe Technician,82332108,https://id.jobstreet.com/id/job/82332108,1
Kresna Reksa Finance,BRANCH FINANCE MANAGER - MAKASSAR,82201370,https://id.jobstreet.com/id/job/82201370,1
Wismilak,Promotor / MD Rokok (Kota Makassar),82355445,https://id.jobstreet.com/id/job/82355445,1
Wismilak,Taskforce / Sales Rokok (Pare-Pare),82324739,https://id.jobstreet.com/id/job/82324739,1
Mitra Utama Solusi Telematika,Engineer,82329673,https://id.jobstreet.com/id/job/82329673,1
,Buruh,82322698,https://id.jobstreet.com/id/job/82322698,1
Wismilak,Promotor / MD Rokok (Pare-Pare),82355401,https://id.jobstreet.com/id/job/82355401,1
,Tenaga Produksi,82329646,https://id.jobstreet.com/id/job/82329646,1
,Sales Promotor,82328364,https://id.jobstreet.com/id/job/82328364,1
,TIM PREPARING,82332494,https://id.jobstreet.com/id/job/82332494,1
Qualita Indonesia,LOWKER TEKNISI MESIN EDC (FREELANCE) - DI KAB MAROS (SULAWESI SELATAN),82267194,https://id.jobstreet.com/id/job/82267194,1
Kresna Reksa Finance,BRANCH FINANCE MANAGER - GOWA,82202426,https://id.jobstreet.com/id/job/82202426,1
Bussan Auto Finance,Marketing Officer,82267022,https://id.jobstreet.com/id/job/82267022,1
,Cleaning Service Rumah,82328078,https://id.jobstreet.com/id/job/82328078,1
Tri Adi Bersama,MITRA SATRIA KURIR MOTOR KAB. GOWA,82324198,https://id.jobstreet.com/id/job/82324198,1
Biru Megah Abadi,Sales Marketing,82331504,https://id.jobstreet.com/id/job/82331504,1
Wismilak,Promotor / MD Rokok (Tana Toraja),82325865,https://id.jobstreet.com/id/job/82325865,1
Kresna Reksa Finance,Customer Service,82327885,https://id.jobstreet.com/id/job/82327885,1
Sicepat Express Indonesia,Mitra Kurir Makassar Maricaya,81984531,https://id.jobstreet.com/id/job/81984531,1
Wismilak,Taskforce / Sales Rokok (Kota Makassar),82355334,https://id.jobstreet.com/id/job/82355334,1
,Kurir Motor,81754661,https://id.jobstreet.com/id/job/81754661,1
Kresna Reksa Finance,Accounting & Tax Officer,82330650,https://id.jobstreet.com/id/job/82330650,1
,IT Programmer,82046857,https://id.jobstreet.com/id/job/82046857,1
Wismilak,Promotor / MD Rokok (Pinrang),82355970,https://id.jobstreet.com/id/job/82355970,1
Qualita Indonesia,LOWKER TEKNISI MESIN EDC (FREELANCE) - DI KAB SOPENG (SULAWESI SELATAN),82267341,https://id.jobstreet.com/id/job/82267341,1
Kresna Reksa Finance,Accounting & Tax Officer,82328299,https://id.jobstreet.com/id/job/82328299,1
,IT Support,82327147,https://id.jobstreet.com/id/job/82327147,1
,HRD MANAGER,82329539,https://id.jobstreet.com/id/job/82329539,1
Yapindo Transportama,Driver Mobil,82325507,https://id.jobstreet.com/id/job/82325507,1
Doran Sukses Indonesia,SPG / SPB AREA Makassar,82354837,https://id.jobstreet.com/id/job/82354837,1
Peluang Kerjaku,Technical Support,82329077,https://id.jobstreet.com/id/job/82329077,1
Wismilak,Taskforce / Sales Rokok (Tana Toraja),82324271,https://id.jobstreet.com/id/job/82324271,1
Pinus Merah Abadi,Sales Taking Order Rantepao,82322259,https://id.jobstreet.com/id/job/82322259,1
Kresna Reksa Finance,Customer Service,82331886,https://id.jobstreet.com/id/job/82331886,1
,Staff Unit Marketing Kampus Swasta (Makassar),82201772,https://id.jobstreet.com/id/job/82201772,1
,CREW GOLQI CHICKEN MAROS,82329873,https://id.jobstreet.com/id/job/82329873,1
Indium Dynamics Solutions,Sales Marketing Perbankan,82327687,https://id.jobstreet.com/id/job/82327687,1
DutaGM,Customer Relation Representative (CRR)  Makassar,82325694,https://id.jobstreet.com/id/job/82325694,1
Qualita Indonesia,LOWKER TEKNISI MESIN EDC (FREELANCE) - PENEMPATAN DI KAB ENREKANG (SULAWESI,82266998,https://id.jobstreet.com/id/job/82266998,1
,Vaporista (Crew Vape Store),82331093,https://id.jobstreet.com/id/job/82331093,1
,Sales Promotion Boy (SPB),82324601,https://id.jobstreet.com/id/job/82324601,1
Champ Resto Indonesia,Kitchen Helper,82331023,https://id.jobstreet.com/id/job/82331023,1
,Sopir,82355084,https://id.jobstreet.com/id/job/82355084,1
,Operation QA Officer (Makassar),82324231,https://id.jobstreet.com/id/job/82324231,1
,Mechanical Engineer,82328422,https://id.jobstreet.com/id/job/82328422,1
Kharisma Potensia Indonesia,Promotor Specialist,82329056,https://id.jobstreet.com/id/job/82329056,1
Global Sarana Sukses,Business Representative,82266760,https://id.jobstreet.com/id/job/82266760,1
,CREW OUTLET AYAM SI JUPIS,82325770,https://id.jobstreet.com/id/job/82325770,1
Sekarguna Medicals,Medical Store Attendant,82355701,https://id.jobstreet.com/id/job/82355701,1
Kresna Reksa Finance,Marketing Coordinator,82326185,https://id.jobstreet.com/id/job/82326185,1
Kresna Reksa Finance,BRANCH FINANCE MANAGER - MAKASSAR,82326619,https://id.jobstreet.com/id/job/82326619,1
,Food and Beverage Coordinator,82322496,https://id.jobstreet.com/id/job/82322496,1
,Sales Advisor,82326141,https://id.jobstreet.com/id/job/82326141,1
Kresna Reksa Finance,Branch Marketing Manager,82325003,https://id.jobstreet.com/id/job/82325003,1
,CREW OUTLET GOLQI CHICKEN PALOPO,82330584,https://id.jobstreet.com/id/job/82330584,1
Tribun Network,REPORTER - TORAJA,82326435,https://id.jobstreet.com/id/job/82326435,1
,Store Leader,82201604,https://id.jobstreet.com/id/job/82201604,1
Global Sarana Sukses,Area Improvement and Compliance,82325575,https://id.jobstreet.com/id/job/82325575,1
Kresna Reksa Finance,MANAGER ACCOUNTING - GOWA,82164746,https://id.jobstreet.com/id/job/82164746,1
,CREW GOLQI CHICKEN BULUKUMBA,82328661,https://id.jobstreet.com/id/job/82328661,1
Trimitra Promosindo,Promotor Asuransi Handphone - Makassar,82362813,https://id.jobstreet.com/id/job/82362813,1
,Vaporista (Crew Vape Store),81859689,https://id.jobstreet.com/id/job/81859689,1
Kresna Reksa Finance,Account Officer,82326742,https://id.jobstreet.com/id/job/82326742,1
Global Sarana Sukses,Business Representative Penempatan Pinrang,82323899,https://id.jobstreet.com/id/job/82323899,1
,Operator Forklift,82329727,https://id.jobstreet.com/id/job/82329727,1
,Sales Motoris Produk Yoghurt,82327443,https://id.jobstreet.com/id/job/82327443,1
,Sales Advisor,81929345,https://id.jobstreet.com/id/job/81929345,1
Edulab Indonesia,Freelance Pengajar Ekonomi dan Bahasa Inggris (Edulab Makassar),82107386,https://id.jobstreet.com/id/job/82107386,1
,Marketing Strategis,82230130,https://id.jobstreet.com/id/job/82230130,1
,Kurir Motor,82326531,https://id.jobstreet.com/id/job/82326531,1
,Operator Mesin CNC Router,82324839,https://id.jobstreet.com/id/job/82324839,1
,Sales Executive,82107422,https://id.jobstreet.com/id/job/82107422,1
,Sales Executive,82326653,https://id.jobstreet.com/id/job/82326653,1
Tribun Network,Digital Account Executive - Makassar,82354919,https://id.jobstreet.com/id/job/82354919,1
,Kurir,81703751,https://id.jobstreet.com/id/job/81703751,1
,Videographer,82322327,https://id.jobstreet.com/id/job/82322327,1
Agro Boga Utama,"Sales Hunter (Pannampu, Makassar)",82355188,https://id.jobstreet.com/id/job/82355188,1
,Sopir SIM B1 & A,82328348,https://id.jobstreet.com/id/job/82328348,1
,Security,82322816,https://id.jobstreet.com/id/job/82322816,1
,LEADER GOLQI CHICKEN JENEPONTO,82325474,https://id.jobstreet.com/id/job/82325474,1
,Marketing Communication Officer,81828090,https://id.jobstreet.com/id/job/81828090,1
Tri Orion,Sales Lapangan,82330496,https://id.jobstreet.com/id/job/82330496,1
,Helper Teknisi,82324223,https://id.jobstreet.com/id/job/82324223,1
Rabbani Asysa,Sales Crew - Parepare,82329053,https://id.jobstreet.com/id/job/82329053,1
Rabbani Asysa,Sales Crew - Makassar-UripSumoharjo,82325342,https://id.jobstreet.com/id/job/82325342,1
Imecon Teknindo,Kurir Motor,82330221,https://id.jobstreet.com/id/job/82330221,1
,Tenaga Pembersih Vacuum Mobil,82330851,https://id.jobstreet.com/id/job/82330851,1
,LEADER GOLQI CHICKEN BULUKUMBA,82331204,https://id.jobstreet.com/id/job/82331204,1
Champ Resto Indonesia,Pastry,82323905,https://id.jobstreet.com/id/job/82323905,1
,Sales Executive,82323637,https://id.jobstreet.com/id/job/82323637,1
Rabbani Asysa,Sales Crew - Makassar-Sam Ratulangi,82326662,https://id.jobstreet.com/id/job/82326662,1
Tri Orion,Sales Lapangan,82310482,https://id.jobstreet.com/id/job/82310482,1
DutaGM,Direct Sales,82356177,https://id.jobstreet.com/id/job/82356177,1
Asaba,Sales Executive,82329177,https://id.jobstreet.com/id/job/82329177,1
,Sales Executive Citroen Makassar,81984518,https://id.jobstreet.com/id/job/81984518,1
Asaba,Sales Executive,81748339,https://id.jobstreet.com/id/job/81748339,1
Maha Sentral Sejati,SPV DIRECT SALES MERCHANT (EDC & QRIS),82324457,https://id.jobstreet.com/id/job/82324457,1
Indium Dynamics Solutions,Sales Marketing Perbankan,82310424,https://id.jobstreet.com/id/job/82310424,1
Wismilak,Taskforce / Sales Rokok (Pinrang),82330768,https://id.jobstreet.com/id/job/82330768,1
,Marketing Strategis,82325396,https://id.jobstreet.com/id/job/82325396,1
Timexs Indonesia,Direct Sales,82357092,https://id.jobstreet.com/id/job/82357092,1
Kresna Reksa Finance,Marketing Coordinator,82324332,https://id.jobstreet.com/id/job/82324332,1
Kresna Reksa Finance,Branch Marketing Manager,82331146,https://id.jobstreet.com/id/job/82331146,1
,SALES REPSENTATIVE,82330707,https://id.jobstreet.com/id/job/82330707,1
,Sales Marketing,82356375,https://id.jobstreet.com/id/job/82356375,1
CSM Corporatama,Mekanik (Makassar),82322436,https://id.jobstreet.com/id/job/82322436,1
,Driver Truk,82329849,https://id.jobstreet.com/id/job/82329849,1
Tri Orion,SDS (Sales Outlet),82311082,https://id.jobstreet.com/id/job/82311082,1
Rabbani Asysa,Sales Crew - Bone,82328777,https://id.jobstreet.com/id/job/82328777,1
,Arsitek,82332259,https://id.jobstreet.com/id/job/82332259,1
,Sales Head,81827793,https://id.jobstreet.com/id/job/81827793,1
,Rider & Driver SPX AREA SULAWESI SELATAN,82329015,https://id.jobstreet.com/id/job/82329015,1
Kresna Reksa Finance,Marketing Officer,82326828,https://id.jobstreet.com/id/job/82326828,1
,Designer,82331674,https://id.jobstreet.com/id/job/82331674,1
,HOST LIVE & CONTEN CREATOR,82326102,https://id.jobstreet.com/id/job/82326102,1
,Sales Executive,82129481,https://id.jobstreet.com/id/job/82129481,1
,Sales Executive,81747811,https://id.jobstreet.com/id/job/81747811,1
,Kurir Motor,81923708,https://id.jobstreet.com/id/job/81923708,1
Mitra Utama Solusi Telematika,Security,82324874,https://id.jobstreet.com/id/job/82324874,1
,SPG & SPB MAKASSAR,82324991,https://id.jobstreet.com/id/job/82324991,1
PT Indotech Scientific,Sales Makassar,80444172,https://id.jobstreet.com/id/job/80444172,1
Edulab Indonesia,Fulltime Pengajar Matematika (Edulab Gowa),82324829,https://id.jobstreet.com/id/job/82324829,1
,SALES REPSENTATIVE,82201558,https://id.jobstreet.com/id/job/82201558,1
,Sales Executive,82325477,https://id.jobstreet.com/id/job/82325477,1
,Apoteker,82326603,https://id.jobstreet.com/id/job/82326603,1
,SALES GENERALIST,81859444,https://id.jobstreet.com/id/job/81859444,1
,Sales Executive,82325211,https://id.jobstreet.com/id/job/82325211,1
Imecon Teknindo,Account Marketing,82329480,https://id.jobstreet.com/id/job/82329480,1
CSM Corporatama,Sales Executive,82330241,https://id.jobstreet.com/id/job/82330241,1
Colorlink,Sales Digital Printing,82323466,https://id.jobstreet.com/id/job/82323466,1
Kharisma Potensia Indonesia,"Smartfren Gadget Specialist Makasar, Sulawesi Selatan (Terdapat Insentif,BPJS",82356131,https://id.jobstreet.com/id/job/82356131,1
Saipay Digital Technology,Direct Sales Makassar,82326389,https://id.jobstreet.com/id/job/82326389,1
,SALES,82332384,https://id.jobstreet.com/id/job/82332384,1
,SALES GENERALIST,82325076,https://id.jobstreet.com/id/job/82325076,1
,SPG Paylater Instore,82324124,https://id.jobstreet.com/id/job/82324124,1
,Sales Motoris Produk Snack,82332073,https://id.jobstreet.com/id/job/82332073,1
,Asisten Apoteker,82322806,https://id.jobstreet.com/id/job/82322806,1
,Cook,82325686,https://id.jobstreet.com/id/job/82325686,1
,Cook,82329815,https://id.jobstreet.com/id/job/82329815,1
,Videographer,81748246,https://id.jobstreet.com/id/job/81748246,1
PCS Pte. Ltd.,Sales akuisisi EDC & QRIS,81998465,https://id.jobstreet.com/id/job/81998465,1
Catur Putraharmonis,Mekanik,81891957,https://id.jobstreet.com/id/job/81891957,1
,Web Programmer,82093359,https://id.jobstreet.com/id/job/82093359,1
Majoo Teknologi Indonesia,Sales Account Executive (Makassar),81924281,https://id.jobstreet.com/id/job/81924281,1
,B2B Sales,81892605,https://id.jobstreet.com/id/job/81892605,1
Kurniawan Group,Data Analyst,82352891,https://id.jobstreet.com/id/job/82352891,1
,MARKETING EXECUTIVE,81755959,https://id.jobstreet.com/id/job/81755959,1
Richeese Kuliner Indonesia,Site Surveyor Makassar Area,82186053,https://id.jobstreet.com/id/job/82186053,1
,Dokter Gigi,82326155,https://id.jobstreet.com/id/job/82326155,1
,Dokter Umum,82326175,https://id.jobstreet.com/id/job/82326175,1
,Sales Executive,82326276,https://id.jobstreet.com/id/job/82326276,1
Duta Abadi Primantara,Sales Promotion Girl (SPG),82356023,https://id.jobstreet.com/id/job/82356023,1
Cititex,Sales Store,82331052,https://id.jobstreet.com/id/job/82331052,1
,Terapist,82322147,https://id.jobstreet.com/id/job/82322147,1
,SALES,81897932,https://id.jobstreet.com/id/job/81897932,1
,Sales Executive,82328031,https://id.jobstreet.com/id/job/82328031,1
Hasel Milek Jaya,Admin Timbangan,81939792,https://id.jobstreet.com/id/job/81939792,1
Richeese Kuliner Indonesia,FLOOR MANAGER MAKASSAR,82192768,https://id.jobstreet.com/id/job/82192768,1
PT Syaharani,ADMIN PENJUALAN,81737748,https://id.jobstreet.com/id/job/81737748,1
,Admin - Paid Internship,82247287,https://id.jobstreet.com/id/job/82247287,1
,KARYAWAN BUTIK,81783309,https://id.jobstreet.com/id/job/81783309,1
Masmedia Buana Pustaka,Staff Internal Audit,82195070,https://id.jobstreet.com/id/job/82195070,1
Global Indonesia Asia Sejahtera,Sales Percetakan ( GAS Makassar ),81895938,https://id.jobstreet.com/id/job/81895938,1
Catur Putraharmonis,Admin Finanance Accounting,81801516,https://id.jobstreet.com/id/job/81801516,1
Prima Packaging Solutions,Sales Executive,81718948,https://id.jobstreet.com/id/job/81718948,1
,Penanggung Jawab Teknis Marketing & Distribusi,81782360,https://id.jobstreet.com/id/job/81782360,1
Surya Pratista Hutama,Admin Keuangan | Kasir (Makassar),81867248,https://id.jobstreet.com/id/job/81867248,1
Hasel Milek Jaya,Wakil Koordinator Kantor,81939602,https://id.jobstreet.com/id/job/81939602,1
Yayasan Mice,Perawat,81735346,https://id.jobstreet.com/id/job/81735346,1
PT KDB Tifa Finance Tbk,Account Manager (Financing / Leasing Company),81830121,https://id.jobstreet.com/id/job/81830121,1
Mitsui Sumitomo Insurance Group,Bancassurance Consultant Sulawesi (Makassar),82353257,https://id.jobstreet.com/id/job/82353257,1
New Hope Indonesia,FINANCE AND ACCOUNTING STAFF,82056281,https://id.jobstreet.com/id/job/82056281,1
,Sales Area Makassar,81669877,https://id.jobstreet.com/id/job/81669877,1
Savoria Group,Technical Area Sales Supervisor - Food Service,82354091,https://id.jobstreet.com/id/job/82354091,1
PT Tigalapan Sukses Indonesia,Production Planing & Inventory Control (PPIC),81731826,https://id.jobstreet.com/id/job/81731826,1
Sinar Galesong Pratama,Staff Property,82225045,https://id.jobstreet.com/id/job/82225045,1
Comextra Majora,Nasional Sales  Manager,81860464,https://id.jobstreet.com/id/job/81860464,1
Accentuates,HR Officer Area Makassar,82058150,https://id.jobstreet.com/id/job/82058150,1
Erajaya Group,Floor Manager - Makassar (JD Sports),82264670,https://id.jobstreet.com/id/job/82264670,1
Jiva Agriculture,Warehouse Officer - South Sulawesi,79181731,https://id.jobstreet.com/id/job/79181731,1
PT Sumber Kosmetika Indah,Sales Supervisor Area (Makassar),82293685,https://id.jobstreet.com/id/job/82293685,1
Kalbe Pharma,Medical Representative - Makassar,82351646,https://id.jobstreet.com/id/job/82351646,1
Matahari Graha Fantasi,Area Manager (Operation) - Sulawesi,81985788,https://id.jobstreet.com/id/job/81985788,1
Sinarmas Distribusi Nusantara,Inventory Control,81907553,https://id.jobstreet.com/id/job/81907553,1
Muat Cargo & Logistic,Sales Executive (Canvassing),82088606,https://id.jobstreet.com/id/job/82088606,1
PT Tigalapan Sukses Indonesia,Procurement Staff,81731302,https://id.jobstreet.com/id/job/81731302,1
,Accounting & Finance Head,81840160,https://id.jobstreet.com/id/job/81840160,1
,Warehouse Admin,81841128,https://id.jobstreet.com/id/job/81841128,1
PT Suracojaya Abadimotor,Mobile Development (Android & IOS),81873584,https://id.jobstreet.com/id/job/81873584,1
Rahayu Arumdhani International,Staff Cafe Haagen-Dazs Daerah Makassar,82352207,https://id.jobstreet.com/id/job/82352207,1
PT UKR,Accounting Quality Control,82338463,https://id.jobstreet.com/id/job/82338463,1
